epoch,num_episodes,total_reward,reward_per_epoch,mean_q
160,82,23305,284.207317073,4.88217404969
161,82,16048,195.707317073,4.72823984563
162,94,19871,211.393617021,4.89573613204
163,69,20446,296.31884058,4.90881300196
164,73,21733,297.712328767,5.07258482233
165,80,19769,247.1125,5.08582659028
166,92,21186,230.282608696,5.16341468692
167,90,18878,209.755555556,5.14129598692
168,66,20174,305.666666667,4.98049083397
169,62,18684,301.35483871,5.11882588722
170,70,21227,303.242857143,5.05008362345
171,63,21958,348.53968254,5.13602576233
172,77,21550,279.87012987,5.36599273197
173,69,20329,294.623188406,5.15295519307
174,70,21387,305.528571429,5.21102860793
175,86,21519,250.220930233,5.29675070852
176,65,21973,338.046153846,5.2455546584
177,63,22627,359.158730159,5.19615609281
178,84,24551,292.273809524,5.17801353134
179,84,20603,245.273809524,4.98479660638
180,78,24345,312.115384615,5.12143240169
181,73,23478,321.616438356,4.98642173357
182,81,22439,277.024691358,5.1376166109
183,62,20596,332.193548387,5.07069440298
184,75,21759,290.12,5.23007984295
185,97,21404,220.659793814,5.56447792463
186,68,20888,307.176470588,5.29330748782
187,94,21314,226.744680851,5.02569338761
188,71,22228,313.070422535,4.93249310441
189,80,17185,214.8125,5.12765386492
190,95,23827,250.810526316,5.034123042
191,66,21624,327.636363636,4.7289732115
192,75,25782,343.76,4.77628196061
193,72,24256,336.888888889,4.78575088963
194,71,21356,300.788732394,5.09119409613
195,76,26321,346.328947368,4.79895122319
196,63,21057,334.238095238,4.92920919172
197,66,22461,340.318181818,4.9882524766
198,103,13485,130.922330097,5.0429401838
199,70,20875,298.214285714,5.29558456257
200,84,21369,254.392857143,5.047848811
